smiles,APR_HepG2_CellLoss_72h_dn,APR_HepG2_p53Act_72h_up,APR_HepG2_MitoMembPot_24h_dn,APR_HepG2_MitoMass_72h_up,APR_Hepat_DNATexture_24hr_up,APR_HepG2_MitoMembPot_1h_dn,APR_HepG2_NuclearSize_72h_up,APR_HepG2_MitoMass_24h_up,APR_HepG2_CellCycleArrest_72h_dn,APR_HepG2_MitoMass_24h_dn,APR_HepG2_CellCycleArrest_24h_up,APR_HepG2_CellCycleArrest_24h_dn,APR_Hepat_Apoptosis_24hr_up,APR_HepG2_MitoMass_72h_dn,APR_Hepat_MitoFxnI_48hr_dn,APR_HepG2_OxidativeStress_72h_up,APR_HepG2_MicrotubuleCSK_72h_dn,APR_HepG2_MicrotubuleCSK_24h_dn,APR_Hepat_NuclearSize_48hr_dn,APR_HepG2_p53Act_24h_up,APR_HepG2_MitoticArrest_24h_up,APR_HepG2_MicrotubuleCSK_24h_up,APR_HepG2_StressKinase_24h_up,APR_HepG2_MitoticArrest_72h_up,APR_Hepat_DNADamage_24hr_up,APR_Hepat_MitoFxnI_1hr_dn,APR_HepG2_MicrotubuleCSK_72h_up,APR_HepG2_NuclearSize_72h_dn,APR_Hepat_CellLoss_24hr_dn,APR_HepG2_StressKinase_72h_up,APR_Hepat_DNATexture_48hr_up,APR_Hepat_NuclearSize_24hr_dn,APR_Hepat_Steatosis_24hr_up,APR_HepG2_CellLoss_24h_dn,APR_Hepat_Steatosis_48hr_up,APR_Hepat_CellLoss_48hr_dn,APR_Hepat_MitoFxnI_24hr_dn,APR_HepG2_MitoMembPot_72h_dn,APR_HepG2_OxidativeStress_24h_up,APR_HepG2_StressKinase_1h_up,APR_HepG2_NuclearSize_24h_dn,APR_Hepat_Apoptosis_48hr_up,APR_Hepat_DNADamage_48hr_up
[Na+].OC[C@H](O)[C@H]1OC(=O)C(O)=C1[O-],1.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
COC(=O)C1=C(N)C=CC=C1,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
CN1C(=O)N(C(=O)C=C1C(F)(F)F)C1=CC(C(=O)OC(C)(C)C(=O)OCC=C)=C(Cl)C=C1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCN(CC)C(=O)C1=CC=CC(C)=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC(=O)N1C(=O)C(C(=O)C2=CC(Cl)=CS2)C2=C1C=C(Cl)C(F)=C2,1.0,1.0,0.0,0.0,,,0.0,0.0,1.0,1.0,0.0,0.0,,1.0,,1.0,0.0,0.0,,1.0,1.0,1.0,0.0,1.0,,,1.0,0.0,,1.0,,,,1.0,,,,0.0,1.0,,0.0,,
CSC(=O)C1=CC=CC2=C1SN=N2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OC1=CC2=C(C=CC=C2)C=C1,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
CN(CC1=CN=C(Cl)C=C1)C(\C)=N\C#N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[Na+].CCCCC1=NC2=C(N=CC=C2)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=N[N-]1,1.0,0.0,1.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,,0.0,1.0,1.0,,1.0,1.0,0.0,0.0,1.0,,,0.0,1.0,,0.0,,,,1.0,,,,0.0,1.0,,1.0,,
CCCOC(=O)C1=CC=C(N=C1)C(=O)OCCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCCCOC(=O)C1=CC=CC=C1,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
ClCC(CCl)OP(=O)(OC(CCl)CCl)OC(CCl)CCl,1.0,0.0,0.0,0.0,,,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,,,0.0,0.0,,1.0,,,,1.0,,,,1.0,1.0,,1.0,,
CCCCCCC1=C(O)C=C(O)C=C1,1.0,0.0,1.0,0.0,,,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,,0.0,,,,1.0,,,,1.0,1.0,,0.0,,
CN(C)C(=S)SSC(=S)N(C)C,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
[Zn++].CN(C)C([S-])=S.CN(C)C([S-])=S,1.0,1.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,1.0,,1.0,,1.0,0.0,1.0,,0.0,1.0,0.0,0.0,1.0,,,0.0,1.0,,1.0,,,,1.0,,,,0.0,1.0,,1.0,,
[O-][N+](=O)\N=C1/NCCN1CC1=CN=C(Cl)C=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC\C(=C/C(=N\O)/C(N)=O)C(C)[N+]([O-])=O,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
OC(=O)CN(CC(O)=O)CC(O)=O,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
NC(=O)N(O)[C@@H]1COC2=C1C=CC(OCC1=CC=CC=C1)=C2,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
COC1=C(OC)C(=CC=C1)[C@H](O)C1CCN(CCC2=CC=C(F)C=C2)CC1,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
CS(O)(=O)=O.CC(C)(C)C1=CC(\C=C2/SC(=N)NC2=O)=CC(=C1O)C(C)(C)C,1.0,1.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,1.0,,1.0,,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,0.0,,1.0,,,,1.0,,,,0.0,1.0,,0.0,,
CC(C)NC1=NC(NC(C)C)=NC(Cl)=N1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OC1=CC(=CC(O)=C1O)C(=O)OC1=CC(=CC(O)=C1O)C(=O)OC[C@H]1O[C@@H](OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)[C@H](OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)[C@@H](OC(=O)C2=CC(O)=C(O)C(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C2)[C@@H]1OC(=O)C1=CC(O)=C(O)C(OC(=O)C2=CC(O)=C(O)C(O)=C2)=C1,1.0,1.0,1.0,1.0,,,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,,,,0.0,,,,1.0,0.0,,0.0,,
[Na+].CN(C)C1=CC=C(C=C1)N=NS([O-])(=O)=O,1.0,1.0,0.0,1.0,,,0.0,1.0,1.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
OCCS(O)(=O)=O.OCCS(O)(=O)=O.NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1,1.0,1.0,0.0,0.0,,,0.0,0.0,1.0,1.0,0.0,1.0,,1.0,,1.0,0.0,0.0,,1.0,1.0,1.0,0.0,1.0,,,0.0,1.0,,0.0,,,,1.0,,,,0.0,1.0,,0.0,,
CC(C)(C)CC(C)(C)C1=CC=C(O)C=C1,1.0,0.0,1.0,0.0,,,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,,,0.0,0.0,,0.0,,,,1.0,,,,0.0,1.0,,1.0,,
CC(C)COC(=O)CCCCC(=O)OCC(C)C,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
CS(=O)(=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C1=C(ON=C1)C1CC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCCO,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
CON=C(C(=O)OC)C1=C(CON=C(C)C2=CC(=CC=C2)C(F)(F)F)C=CC=C1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
COP(=O)(OC)O\C(C)=C\C(=O)N(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)N(C(=O)COC1=NN=C(S1)C(F)(F)F)C1=CC=C(F)C=C1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CCCCCC(O)=O,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
ClC12C(=O)C3(Cl)C4(Cl)C1(Cl)C1(Cl)C2(Cl)C3(Cl)C4(Cl)C1(Cl)Cl,1.0,1.0,1.0,0.0,,,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,,,0.0,1.0,,1.0,,,,1.0,,,,1.0,1.0,,0.0,,
[Na+].COC(=O)C1=C(C=C(I)C=C1)S(=O)(=O)[N-]C(=O)NC1=NC(OC)=NC(C)=N1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)OP(C)(=O)OC(C)C,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
CC1=CC(C)=NC(NC(=O)NS(=O)(=O)C2=C(C=CC=C2)C(=O)OC2COC2)=N1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCOC1=NC(F)=CC2=NC(=NN12)S(=O)(=O)NC1=C(Cl)C=CC=C1Cl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OC(=O)C1C2CCC(O2)C1C(O)=O,1.0,1.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,,1.0,0.0,0.0,,1.0,1.0,1.0,0.0,1.0,,,1.0,1.0,,0.0,,,,0.0,,,,0.0,1.0,,0.0,,
COC1=C(CN[C@H]2CCCN[C@H]2C2=CC=CC=C2)C=C(OC(F)(F)F)C=C1,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,,,0.0,0.0,,1.0,,,,1.0,,,,1.0,1.0,,1.0,,
CC1=CC2=C(OC(CN(CC3=CC=CC=C3)C(=O)NC3=C(F)C=C(F)C=C3F)=C2C2=CC=C(Cl)C=C2)C=C1,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
CCCC[Sn](Cl)(CCCC)CCCC,1.0,1.0,1.0,0.0,,,0.0,1.0,1.0,0.0,0.0,1.0,,0.0,,1.0,0.0,1.0,,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,,0.0,,,,1.0,,,,0.0,1.0,,0.0,,
Cl.CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,1.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,,,0.0,1.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)(C(F)(F)F)C(F)(F)F,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
OC1=CC=CC2=CC=CN=C12,1.0,1.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,1.0,,1.0,,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,,,0.0,0.0,,1.0,,,,1.0,,,,0.0,0.0,,0.0,,
CCC(C)(C)C(=O)OC1=C(C(=O)OC11CCCCC1)C1=CC(Cl)=CC(Cl)=C1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N1C2=C(C=CC=C2)N=C1C1=CSC=N1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Cl.ClC1=CC2=C(CN3CCCCCC3=N2)C(Cl)=C1,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
SC1=NC2=C(S1)C=CC=C2,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,1.0,0.0,,0.0,,
CC(C)(C)C1=CSC(=N1)C1=CC2=C(O1)C=CC(OCC1=CC=CC=C1CC(O)=O)=C2,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
CCCCC(CC)C(O)=O,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,,,,0.0,,,,,0.0,,0.0,,
COC1=C(NNC(=O)OC(C)C)C=C(C=C1)C1=CC=CC=C1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
CCC(=NOC\C=C\Cl)C1=C(O)CC(CC1=O)C1CCOCC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CN(C)C(=O)NC1=CC=C(Cl)C=C1,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
[Na+].CCCCCCCCCCCCOS([O-])(=O)=O,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
COC1=CC=C(C=C1)N1N=C(C=C1C1=CC=C(C=C1)S(C)=O)C(F)F,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,1.0,0.0,,0.0,,
CCN(CC)C(=O)C(C)OC1=C2C=CC=CC2=CC=C1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
[Na+].[O-]C(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
IC1=C(C=CC=C1)C(=O)NC1=CC=CC=C1,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
CCOC1=C(C=CC(=C1)C(C)(C)C)C1COC(=N1)C1=C(F)C=CC=C1F,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
CN1COCN(CC2=CN=C(Cl)S2)C1=N[N+]([O-])=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC1=NC2=C(NC=N2)C(=S)N1,1.0,1.0,0.0,1.0,,,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,,0.0,,,,1.0,,,,0.0,0.0,,0.0,,
CCN(CC)CCNC1=C2C(=O)C3=C(SC2=C(CNC=O)C=C1)C=CC(OC)=C3,1.0,1.0,0.0,0.0,,,0.0,0.0,1.0,1.0,0.0,1.0,,0.0,,1.0,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,,0.0,,,,1.0,,,,0.0,1.0,,0.0,,
CCC(C)(NC(=O)C1=CC(Cl)=C(C)C(Cl)=C1)C(=O)CCl,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
[Cl-].C(C1=CC=CC=C1)[N+]1=C2C=CC=CC2=CC=C1,1.0,0.0,1.0,0.0,,,0.0,0.0,1.0,1.0,0.0,1.0,,0.0,,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,1.0,,,0.0,1.0,,1.0,,,,1.0,,,,0.0,1.0,,0.0,,
CNC(=O)OC1=CC=CC2=C1OC(C)(C)C2,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
O[C@@H]1[C@@H](CC2=CC=C(C=C2)C2=CC=CC=C2)COC2=C1C=CC(=C2)C1(CCCC1)C(O)=O,1.0,1.0,1.0,0.0,,,0.0,0.0,1.0,1.0,0.0,0.0,,1.0,,1.0,0.0,0.0,,1.0,0.0,0.0,1.0,1.0,,,0.0,0.0,,1.0,,,,0.0,,,,0.0,1.0,,0.0,,
CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CS(O)(=O)=O.CC(C)C1=CC=C(C=C1S(C)(=O)=O)C(=O)N=C(N)N,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,,0.0,,
CN(C)NC(=O)CCC(O)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCC1=CC=CC(CC)=C1N(COC)C(=O)CCl,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
